,date,state,fips,cases,deaths,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used,total_boosters,total_boosters_per_hundred
13484,2021-10-08,Ohio,39,1458747,22819,12336137.0,15366135.0,6399187.0,50.79,105.54,5937051.0,54.74,131.46,35835.0,31708.0,2713.0,0.803,,
13485,2021-10-08,Oklahoma,40,622780,9213,4247608.0,5114950.0,2266529.0,48.32,107.34,1911983.0,57.28,129.26,14032.0,11706.0,2958.0,0.83,,
13486,2021-10-08,Oregon,41,341113,3982,5338905.0,6869705.0,2830273.0,61.48,126.58,2593020.0,67.1,162.88,16842.0,13365.0,3169.0,0.777,,
13487,2021-10-08,Pennsylvania,42,1469847,29907,16551120.0,19691235.0,9456242.0,58.57,129.29,7497640.0,73.87,153.81,65279.0,43258.0,3379.0,0.841,,
13488,2021-10-08,Rhode Island,44,174570,2854,1489433.0,1730845.0,806391.0,69.15,140.6,732505.0,76.12,163.39,4479.0,3608.0,3406.0,0.861,,
13489,2021-10-08,South Carolina,45,874013,12929,5394101.0,7044525.0,2878509.0,48.14,104.77,2478549.0,55.91,136.82,20450.0,16614.0,3227.0,0.766,,
13490,2021-10-08,South Dakota,46,147820,2171,,,,,,,,,,1761.0,1991.0,,,
13491,2021-10-08,Tennessee,47,1220612,15428,7049724.0,8814240.0,3638137.0,46.2,103.23,3155230.0,53.27,129.07,31649.0,21817.0,3195.0,0.8,,
13492,2021-10-08,Texas,48,4123946,67659,32939626.0,42562355.0,17427383.0,51.85,113.6,15035159.0,60.1,146.79,75355.0,81703.0,2818.0,0.774,,
13493,2021-10-08,Utah,49,520291,2994,3504509.0,4113670.0,1912502.0,51.66,109.31,1656346.0,59.65,128.31,11504.0,9594.0,2993.0,0.852,,
13494,2021-10-08,Vermont,50,35204,332,917788.0,1075350.0,488687.0,70.09,147.08,437363.0,78.32,172.33,4714.0,2585.0,4143.0,0.853,,
13495,2021-10-08,Virginia,51,888159,13075,11097362.0,13031455.0,5898421.0,61.29,130.01,5231142.0,69.1,152.67,31906.0,26655.0,3123.0,0.852,,
13496,2021-10-08,Washington,53,680744,8068,9798601.0,11675975.0,5169094.0,61.84,128.68,4709138.0,67.88,153.33,33374.0,27504.0,3612.0,0.839,,
13497,2021-10-08,West Virginia,54,250800,3935,1567789.0,3032115.0,868097.0,40.63,87.48,728103.0,48.44,169.19,2915.0,2049.0,1143.0,0.517,,
13498,2021-10-08,Wisconsin,55,835193,9006,6936268.0,7710425.0,3580154.0,57.07,119.13,3322774.0,61.49,132.43,27021.0,18100.0,3109.0,0.9,,
13499,2021-10-08,Wyoming,56,94303,1041,534368.0,690105.0,284600.0,42.32,92.33,244957.0,49.17,119.24,2359.0,1922.0,3321.0,0.774,,
13500,2021-10-09,Alabama,1,807479,14857,4630089.0,6858210.0,2609534.0,43.42,94.43,2128926.0,53.22,139.87,5197.0,12248.0,2498.0,0.675,,
13501,2021-10-09,Alaska,2,120496,574,812327.0,1093025.0,423561.0,51.17,111.04,374363.0,57.9,149.41,2089.0,2041.0,2790.0,0.743,,
13502,2021-10-09,Arizona,4,1116419,20350,8393061.0,10172860.0,4361465.0,51.77,115.31,3768114.0,59.92,139.76,22587.0,21411.0,2942.0,0.825,,
13503,2021-10-09,Arkansas,5,502405,7831,3092442.0,4178290.0,1698853.0,46.32,102.47,1397729.0,56.29,138.45,7119.0,7844.0,2599.0,0.74,,
13504,2021-10-09,California,6,4790968,70156,51722146.0,59727285.0,28702459.0,59.75,130.9,23606861.0,72.64,151.16,138665.0,122731.0,3106.0,0.866,,
13505,2021-10-09,Colorado,8,692082,7913,7311177.0,8414945.0,3809280.0,60.01,126.96,3456105.0,66.15,146.12,556.0,15116.0,2625.0,0.869,,
13506,2021-10-09,Connecticut,9,394008,8667,5150595.0,5766015.0,2750654.0,69.41,144.47,2474824.0,77.15,161.73,12251.0,12757.0,3578.0,0.893,,
13507,2021-10-09,Delaware,10,137288,1997,1234536.0,1582875.0,654870.0,58.41,126.78,568801.0,67.25,162.55,125.0,3494.0,3588.0,0.78,,
13508,2021-10-09,Florida,12,3604846,56667,27373497.0,33590905.0,14528401.0,58.22,127.45,12505089.0,67.64,156.4,62132.0,70836.0,3298.0,0.815,,
13509,2021-10-09,Georgia,13,1567598,26215,10937587.0,14885345.0,5900661.0,46.46,103.02,4932664.0,55.58,140.2,81654.0,27626.0,2602.0,0.735,,
13510,2021-10-09,Hawaii,15,78786,834,1906634.0,2397220.0,1093979.0,58.51,134.66,828457.0,77.27,169.31,103.0,2840.0,2006.0,0.795,,
13511,2021-10-09,Idaho,16,268507,3123,1614169.0,2300470.0,853579.0,42.36,90.33,756928.0,47.76,128.73,5385.0,5553.0,3107.0,0.702,,
13512,2021-10-09,Illinois,17,1655222,27965,,,,,,,,,,25261.0,1993.0,,,
13513,2021-10-09,Indiana,18,985949,15982,6908981.0,8572950.0,3554195.0,48.97,102.63,3296642.0,52.79,127.34,19319.0,18452.0,2741.0,0.806,,
13514,2021-10-09,Iowa,19,464797,6654,3531820.0,4353845.0,1848139.0,54.49,111.94,1719270.0,58.58,138.0,6778.0,8159.0,2586.0,0.811,,
13515,2021-10-09,Kansas,20,418664,6146,3157449.0,3995115.0,1767179.0,51.82,108.38,1509797.0,60.66,137.13,8294.0,8470.0,2907.0,0.79,,
13516,2021-10-09,Kentucky,21,716455,9162,,,,,,,,,,5197.0,1163.0,,,
13517,2021-10-09,Louisiana,22,747329,14173,4638164.0,5912580.0,2433026.0,46.14,99.77,2145068.0,52.34,127.19,14237.0,12944.0,2784.0,0.784,,
13518,2021-10-09,Maine,23,94941,1075,1859161.0,2209830.0,1005290.0,69.11,138.31,928926.0,74.79,164.4,6235.0,3665.0,2727.0,0.841,,
13519,2021-10-09,Maryland,24,543116,10583,8134406.0,10235470.0,4316209.0,64.79,134.55,3916875.0,71.39,169.3,18068.0,18428.0,3048.0,0.795,,
13520,2021-10-09,Massachusetts,25,823485,18746,9975562.0,11242770.0,5391906.0,68.46,144.73,4718361.0,78.23,163.12,20603.0,22227.0,3225.0,0.887,,
13521,2021-10-09,Michigan,26,1186800,22683,10916450.0,13858110.0,5708654.0,52.6,109.31,5253381.0,57.16,138.76,78776.0,33819.0,3386.0,0.788,,
13522,2021-10-09,Minnesota,27,735759,8408,6834187.0,8052850.0,3611876.0,58.74,121.18,3312936.0,64.04,142.79,31542.0,19399.0,3440.0,0.849,,
13523,2021-10-09,Mississippi,28,494271,9811,2841035.0,3896935.0,1509277.0,44.19,95.46,1315147.0,50.71,130.94,99.0,7049.0,2368.0,0.729,,
13524,2021-10-09,Missouri,29,849751,12400,6461027.0,8020505.0,3406449.0,48.6,105.27,2982676.0,55.5,130.68,20351.0,18573.0,3026.0,0.806,,
13525,2021-10-09,Montana,30,158851,2079,1120801.0,1388235.0,592608.0,49.1,104.87,524741.0,55.45,129.89,4815.0,3358.0,3142.0,0.807,,
13526,2021-10-09,Nebraska,31,271550,2855,2220772.0,2638790.0,1158913.0,55.21,114.8,1067981.0,59.91,136.41,4336.0,6569.0,3396.0,0.842,,
13527,2021-10-09,Nevada,32,436244,7285,3473208.0,4118950.0,1896367.0,51.46,112.76,1585164.0,61.57,133.73,8823.0,9529.0,3094.0,0.843,,
13528,2021-10-09,New Hampshire,33,124208,1497,1829623.0,2190590.0,973014.0,61.97,134.56,842567.0,71.56,161.11,45805.0,10088.0,7419.0,0.835,,
13529,2021-10-09,New Jersey,34,1170140,27590,11758004.0,14299765.0,6509621.0,65.03,132.38,5776317.0,73.29,160.99,24832.0,26344.0,2966.0,0.822,,
13530,2021-10-09,New Mexico,35,258943,4871,,,,,,,,,,1458.0,695.0,,,
13531,2021-10-09,New York,36,2468518,55229,26370560.0,30256705.0,14037609.0,64.52,135.56,12551889.0,72.16,155.53,38847.0,51653.0,2655.0,0.872,,
13532,2021-10-09,North Carolina,37,1427236,17121,11674680.0,14821450.0,6415445.0,51.08,111.31,5357284.0,61.17,141.32,34407.0,41388.0,3946.0,0.788,,
13533,2021-10-09,North Dakota,38,137712,1676,766061.0,955150.0,394696.0,44.89,100.52,342089.0,51.79,125.34,3840.0,2528.0,3317.0,0.802,,
13534,2021-10-09,Ohio,39,1461932,22819,12369694.0,15400305.0,6406088.0,50.86,105.82,5944694.0,54.8,131.75,33557.0,33911.0,2901.0,0.803,,
13535,2021-10-09,Oklahoma,40,622780,9213,4259773.0,5131160.0,2270436.0,48.4,107.65,1915359.0,57.38,129.67,12165.0,12084.0,3054.0,0.83,,
13536,2021-10-09,Oregon,41,341113,3982,5353529.0,6886515.0,2833379.0,61.56,126.93,2596621.0,67.18,163.28,14624.0,13733.0,3256.0,0.777,,
13537,2021-10-09,Pennsylvania,42,1475457,29907,16612413.0,19735145.0,9488434.0,58.69,129.76,7512952.0,74.12,154.16,61293.0,48137.0,3760.0,0.842,,
13538,2021-10-09,Rhode Island,44,174570,2854,1492536.0,1739855.0,807568.0,69.26,140.89,733694.0,76.23,164.24,3103.0,3829.0,3614.0,0.858,,
13539,2021-10-09,South Carolina,45,874013,12929,5411793.0,7073085.0,2883004.0,48.25,105.11,2484043.0,55.99,137.38,17692.0,17393.0,3378.0,0.765,,
13540,2021-10-09,South Dakota,46,147820,2171,,,,,,,,,,1650.0,1865.0,,,
13541,2021-10-09,Tennessee,47,1220612,15428,7071558.0,8848720.0,3642610.0,46.29,103.55,3161093.0,53.34,129.57,21834.0,22853.0,3346.0,0.799,,
13542,2021-10-09,Texas,48,4128945,67889,33018004.0,42743725.0,17448821.0,51.94,113.87,15060312.0,60.18,147.41,78378.0,77030.0,2657.0,0.772,,
13543,2021-10-09,Utah,49,520291,2994,3525024.0,4125880.0,1917035.0,51.88,109.95,1663103.0,59.8,128.69,20515.0,11475.0,3579.0,0.854,,
13544,2021-10-09,Vermont,50,35459,335,921464.0,1084560.0,489155.0,70.15,147.67,437749.0,78.39,173.81,3676.0,2801.0,4489.0,0.85,,
13545,2021-10-09,Virginia,51,888159,13075,11127070.0,13079385.0,5906847.0,61.38,130.36,5239151.0,69.2,153.23,29708.0,29017.0,3400.0,0.851,,
13546,2021-10-09,Washington,53,680744,8068,9822359.0,11704075.0,5174685.0,61.93,128.99,4715807.0,67.95,153.7,23758.0,28148.0,3696.0,0.839,,
13547,2021-10-09,West Virginia,54,252067,3935,1570226.0,3038725.0,868835.0,40.66,87.62,728684.0,48.48,169.56,2437.0,1890.0,1055.0,0.517,,
13548,2021-10-09,Wisconsin,55,835193,9006,6958234.0,7732595.0,3583861.0,57.15,119.51,3327433.0,61.55,132.81,21966.0,19074.0,3276.0,0.9,,
13549,2021-10-09,Wyoming,56,94303,1041,536884.0,690305.0,285197.0,42.43,92.76,245545.0,49.28,119.27,2516.0,2254.0,3895.0,0.778,,
13550,2021-10-10,Alabama,1,808132,14858,,,,,,,,,,10555.0,2153.0,,,
13551,2021-10-10,Alaska,2,120496,574,,,,,,,,,,2266.0,3098.0,,,
13552,2021-10-10,Arizona,4,1118601,20382,,,,,,,,,,18179.0,2498.0,,,
13553,2021-10-10,Arkansas,5,502872,8120,,,,,,,,,,6759.0,2240.0,,,
13554,2021-10-10,California,6,4792007,70160,,,,,,,,,,103034.0,2608.0,,,
13555,2021-10-10,Colorado,8,692561,7915,,,,,,,,,,12459.0,2163.0,,,
13556,2021-10-10,Connecticut,9,394008,8667,,,,,,,,,,11256.0,3157.0,,,
13557,2021-10-10,Delaware,10,137599,1997,,,,,,,,,,3842.0,3946.0,,,
13558,2021-10-10,Florida,12,3604846,56667,,,,,,,,,,76100.0,3543.0,,,
13559,2021-10-10,Georgia,13,1567598,26215,,,,,,,,,,27597.0,2599.0,,,
13560,2021-10-10,Hawaii,15,78986,838,,,,,,,,,,3281.0,2317.0,,,
13561,2021-10-10,Idaho,16,268713,3123,,,,,,,,,,4788.0,2679.0,,,
13562,2021-10-10,Illinois,17,1655222,27965,,,,,,,,,,25261.0,1993.0,,,
13563,2021-10-10,Indiana,18,985949,15982,,,,,,,,,,15157.0,2251.0,,,
13564,2021-10-10,Iowa,19,464797,6654,,,,,,,,,,9073.0,2876.0,,,
13565,2021-10-10,Kansas,20,418664,6146,,,,,,,,,,7830.0,2688.0,,,
13566,2021-10-10,Kentucky,21,716455,9162,,,,,,,,,,5197.0,1163.0,,,
13567,2021-10-10,Louisiana,22,747329,14173,,,,,,,,,,11118.0,2392.0,,,
13568,2021-10-10,Maine,23,94941,1075,,,,,,,,,,3610.0,2686.0,,,
13569,2021-10-10,Maryland,24,544449,10593,,,,,,,,,,15913.0,2632.0,,,
13570,2021-10-10,Massachusetts,25,823485,18746,,,,,,,,,,19426.0,2818.0,,,
13571,2021-10-10,Michigan,26,1186800,22683,,,,,,,,,,32732.0,3278.0,,,
13572,2021-10-10,Minnesota,27,735759,8408,,,,,,,,,,17147.0,3040.0,,,
13573,2021-10-10,Mississippi,28,494271,9811,,,,,,,,,,8059.0,2708.0,,,
13574,2021-10-10,Missouri,29,850474,12401,,,,,,,,,,14362.0,2340.0,,,
13575,2021-10-10,Montana,30,158851,2079,,,,,,,,,,3347.0,3132.0,,,
13576,2021-10-10,Nebraska,31,271550,2855,,,,,,,,,,6210.0,3210.0,,,
13577,2021-10-10,Nevada,32,436244,7285,,,,,,,,,,7765.0,2521.0,,,
13578,2021-10-10,New Hampshire,33,124208,1497,,,,,,,,,,10221.0,7517.0,,,
13579,2021-10-10,New Jersey,34,1171573,27597,,,,,,,,,,21154.0,2382.0,,,
13580,2021-10-10,New Mexico,35,258943,4871,,,,,,,,,,1458.0,695.0,,,
13581,2021-10-10,New York,36,2470595,55253,,,,,,,,,,37312.0,1918.0,,,
13582,2021-10-10,North Carolina,37,1427236,17121,,,,,,,,,,39820.0,3797.0,,,
13583,2021-10-10,North Dakota,38,137985,1676,,,,,,,,,,2233.0,2930.0,,,
13584,2021-10-10,Ohio,39,1467331,22819,,,,,,,,,,30070.0,2572.0,,,
13585,2021-10-10,Oklahoma,40,622780,9213,,,,,,,,,,10472.0,2646.0,,,
13586,2021-10-10,Oregon,41,341113,3982,,,,,,,,,,12273.0,2910.0,,,
13587,2021-10-10,Pennsylvania,42,1479364,29907,,,,,,,,,,44747.0,3495.0,,,
13588,2021-10-10,Rhode Island,44,174570,2854,,,,,,,,,,3156.0,2979.0,,,
13589,2021-10-10,South Carolina,45,874013,12929,,,,,,,,,,14969.0,2907.0,,,
13590,2021-10-10,South Dakota,46,147820,2171,,,,,,,,,,1831.0,2070.0,,,
13591,2021-10-10,Tennessee,47,1220612,15428,,,,,,,,,,25022.0,3664.0,,,
13592,2021-10-10,Texas,48,4129954,67994,,,,,,,,,,65783.0,2269.0,,,
13593,2021-10-10,Utah,49,520291,2994,,,,,,,,,,11475.0,3579.0,,,
13594,2021-10-10,Vermont,50,35672,335,,,,,,,,,,2846.0,4561.0,,,
13595,2021-10-10,Virginia,51,888159,13075,,,,,,,,,,28066.0,3288.0,,,
13596,2021-10-10,Washington,53,680808,8068,,,,,,,,,,30689.0,4030.0,,,
13597,2021-10-10,West Virginia,54,253138,3935,,,,,,,,,,1893.0,1056.0,,,
13598,2021-10-10,Wisconsin,55,835193,9006,,,,,,,,,,16566.0,2845.0,,,
13599,2021-10-10,Wyoming,56,94303,1041,,,,,,,,,,2411.0,4166.0,,,
13600,2021-10-11,Alabama,1,808599,14859,,,,,,,,,,9810.0,2001.0,,,
13601,2021-10-11,Alaska,2,123266,578,,,,,,,,,,1746.0,2387.0,,,
13602,2021-10-11,Arizona,4,1120361,20382,,,,,,,,,,16664.0,2289.0,,,
13603,2021-10-11,Arkansas,5,503089,8132,,,,,,,,,,6649.0,2203.0,,,
13604,2021-10-11,California,6,4805395,70295,,,,,,,,,,103319.0,2615.0,,,
13605,2021-10-11,Colorado,8,697942,7949,,,,,,,,,,13894.0,2413.0,,,
13606,2021-10-11,Connecticut,9,394008,8667,,,,,,,,,,9869.0,2768.0,,,
13607,2021-10-11,Delaware,10,137958,1997,,,,,,,,,,4203.0,4316.0,,,
13608,2021-10-11,Florida,12,3604846,56667,,,,,,,,,,52158.0,2428.0,,,
13609,2021-10-11,Georgia,13,1567598,26215,,,,,,,,,,27607.0,2600.0,,,
13610,2021-10-11,Hawaii,15,79093,842,,,,,,,,,,3169.0,2238.0,,,
13611,2021-10-11,Idaho,16,268713,3123,,,,,,,,,,4369.0,2445.0,,,
13612,2021-10-11,Illinois,17,1655444,27965,,,,,,,,,,25261.0,1993.0,,,
13613,2021-10-11,Indiana,18,990674,16062,,,,,,,,,,12525.0,1860.0,,,
13614,2021-10-11,Iowa,19,464797,6654,,,,,,,,,,9994.0,3168.0,,,
13615,2021-10-11,Kansas,20,420286,6173,,,,,,,,,,7714.0,2648.0,,,
13616,2021-10-11,Kentucky,21,720938,9252,,,,,,,,,,5197.0,1163.0,,,
13617,2021-10-11,Louisiana,22,748793,14204,,,,,,,,,,10487.0,2256.0,,,
13618,2021-10-11,Maine,23,94941,1075,,,,,,,,,,3600.0,2678.0,,,
13619,2021-10-11,Maryland,24,545258,10600,,,,,,,,,,15977.0,2643.0,,,
13620,2021-10-11,Massachusetts,25,823485,18746,,,,,,,,,,16369.0,2375.0,,,
13621,2021-10-11,Michigan,26,1196593,22718,,,,,,,,,,31646.0,3169.0,,,
13622,2021-10-11,Minnesota,27,738956,8433,,,,,,,,,,18719.0,3319.0,,,
13623,2021-10-11,Mississippi,28,495312,9833,,,,,,,,,,9080.0,3051.0,,,
13624,2021-10-11,Missouri,29,851372,12408,,,,,,,,,,10620.0,1730.0,,,
13625,2021-10-11,Montana,30,158851,2079,,,,,,,,,,2493.0,2333.0,,,
13626,2021-10-11,Nebraska,31,272871,2855,,,,,,,,,,6302.0,3258.0,,,
13627,2021-10-11,Nevada,32,438093,7315,,,,,,,,,,6858.0,2227.0,,,
13628,2021-10-11,New Hampshire,33,125743,1499,,,,,,,,,,9793.0,7202.0,,,
13629,2021-10-11,New Jersey,34,1172527,27603,,,,,,,,,,21329.0,2401.0,,,
13630,2021-10-11,New Mexico,35,258943,4871,,,,,,,,,,1458.0,695.0,,,
13631,2021-10-11,New York,36,2478477,55304,,,,,,,,,,32583.0,1675.0,,,
13632,2021-10-11,North Carolina,37,1436863,17223,,,,,,,,,,40473.0,3859.0,,,
13633,2021-10-11,North Dakota,38,138215,1676,,,,,,,,,,2328.0,3055.0,,,
13634,2021-10-11,Ohio,39,1470267,22819,,,,,,,,,,24058.0,2058.0,,,
13635,2021-10-11,Oklahoma,40,627669,9213,,,,,,,,,,9824.0,2483.0,,,
13636,2021-10-11,Oregon,41,343993,4002,,,,,,,,,,11808.0,2800.0,,,
13637,2021-10-11,Pennsylvania,42,1482236,29907,,,,,,,,,,43112.0,3368.0,,,
13638,2021-10-11,Rhode Island,44,174570,2854,,,,,,,,,,2600.0,2454.0,,,
13639,2021-10-11,South Carolina,45,879012,13034,,,,,,,,,,13514.0,2625.0,,,
13640,2021-10-11,South Dakota,46,147820,2171,,,,,,,,,,2067.0,2336.0,,,
13641,2021-10-11,Tennessee,47,1225049,15452,,,,,,,,,,27213.0,3985.0,,,
13642,2021-10-11,Texas,48,4135402,68057,,,,,,,,,,66082.0,2279.0,,,
13643,2021-10-11,Utah,49,520291,2994,,,,,,,,,,11479.0,3581.0,,,
13644,2021-10-11,Vermont,50,35892,335,,,,,,,,,,2827.0,4531.0,,,
13645,2021-10-11,Virginia,51,893607,13175,,,,,,,,,,22684.0,2658.0,,,
13646,2021-10-11,Washington,53,686430,8120,,,,,,,,,,33248.0,4366.0,,,
13647,2021-10-11,West Virginia,54,253895,3976,,,,,,,,,,1900.0,1060.0,,,
13648,2021-10-11,Wisconsin,55,840904,9054,,,,,,,,,,15673.0,2692.0,,,
13649,2021-10-11,Wyoming,56,95137,1041,,,,,,,,,,2585.0,4466.0,,,
13650,2021-10-12,Alabama,1,809485,14869,4657171.0,6864150.0,2616672.0,43.64,94.98,2139547.0,53.37,139.99,,10399.0,2121.0,0.678,,
13651,2021-10-12,Alaska,2,123716,594,817091.0,1094005.0,424544.0,51.3,111.69,375260.0,58.03,149.55,,1866.0,2551.0,0.747,,
13652,2021-10-12,Arizona,4,1122390,20453,8431426.0,10174060.0,4371177.0,51.92,115.84,3778818.0,60.05,139.78,,16541.0,2273.0,0.829,,
13653,2021-10-12,Arkansas,5,503822,8147,3106570.0,4179690.0,1702269.0,46.46,102.94,1402163.0,56.41,138.5,,6968.0,2309.0,0.743,,
13654,2021-10-12,California,6,4810715,70343,51983335.0,59911895.0,28793575.0,59.94,131.56,23682895.0,72.87,151.63,,104690.0,2650.0,0.868,,
13655,2021-10-12,Colorado,8,699568,7967,7367204.0,8440415.0,3820364.0,60.26,127.93,3470430.0,66.34,146.57,,15343.0,2664.0,0.873,,
13656,2021-10-12,Connecticut,9,395481,8667,5176122.0,5784635.0,2757527.0,69.58,145.18,2480686.0,77.34,162.25,,10264.0,2879.0,0.895,,
13657,2021-10-12,Delaware,10,138123,2005,1242123.0,1584875.0,657171.0,58.57,127.56,570316.0,67.49,162.76,,4564.0,4687.0,0.784,,
13658,2021-10-12,Florida,12,3611767,57300,27491322.0,33644505.0,14558236.0,58.41,128.0,12545800.0,67.78,156.65,,51544.0,2400.0,0.817,,
13659,2021-10-12,Georgia,13,1573782,26398,10937849.0,14913365.0,5901817.0,46.46,103.02,4933324.0,55.59,140.46,,27617.0,2601.0,0.733,,
13660,2021-10-12,Hawaii,15,79142,842,1916258.0,2400210.0,1096287.0,58.68,135.34,830872.0,77.43,169.52,,3149.0,2224.0,0.798,,
13661,2021-10-12,Idaho,16,270703,3168,1620885.0,2300470.0,855250.0,42.46,90.7,758825.0,47.86,128.73,,4298.0,2405.0,0.705,,
13662,2021-10-12,Illinois,17,1662993,28041,,,,,,,,,,25261.0,1993.0,,,
13663,2021-10-12,Indiana,18,992279,16109,6925795.0,8583480.0,3557798.0,49.03,102.88,3300838.0,52.85,127.5,,12293.0,1826.0,0.807,,
13664,2021-10-12,Iowa,19,467459,6654,3551153.0,4355535.0,1851588.0,54.63,112.55,1723596.0,58.69,138.05,,7250.0,2298.0,0.815,,
13665,2021-10-12,Kansas,20,420301,6173,3182486.0,3996425.0,1772515.0,52.04,109.24,1516013.0,60.84,137.18,,8458.0,2903.0,0.796,,
13666,2021-10-12,Kentucky,21,723149,9284,,,,,,,,,,5197.0,1163.0,,,
13667,2021-10-12,Louisiana,22,749922,14238,4661783.0,5924510.0,2439026.0,46.3,100.28,2152204.0,52.47,127.44,,10994.0,2365.0,0.787,,
13668,2021-10-12,Maine,23,94940,1076,1860211.0,2213100.0,1006365.0,69.14,138.39,929323.0,74.87,164.64,,3331.0,2478.0,0.841,,
13669,2021-10-12,Maryland,24,545669,10627,8164474.0,10242600.0,4324565.0,64.91,135.05,3924403.0,71.53,169.42,,17409.0,2880.0,0.797,,
13670,2021-10-12,Massachusetts,25,828110,18783,10019193.0,11278550.0,5405383.0,68.6,145.36,4728062.0,78.42,163.64,,17053.0,2474.0,0.888,,
13671,2021-10-12,Michigan,26,1196593,22718,10972618.0,13869960.0,5719301.0,52.71,109.87,5264411.0,57.27,138.88,,30560.0,3060.0,0.791,,
13672,2021-10-12,Minnesota,27,746892,8454,6867860.0,8085140.0,3617881.0,58.86,121.78,3319719.0,64.15,143.36,,19441.0,3447.0,0.849,,
13673,2021-10-12,Mississippi,28,496132,9874,2862478.0,3902225.0,1515053.0,44.43,96.18,1322222.0,50.91,131.12,,6261.0,2104.0,0.734,,
13674,2021-10-12,Missouri,29,852341,12412,6461605.0,8024065.0,3410409.0,48.66,105.28,2986258.0,55.57,130.74,,9624.0,1568.0,0.805,,
13675,2021-10-12,Montana,30,161067,2094,1121053.0,1391745.0,592765.0,49.11,104.89,524873.0,55.46,130.22,,2329.0,2179.0,0.806,,
13676,2021-10-12,Nebraska,31,273416,2856,2226010.0,2649320.0,1159859.0,55.27,115.07,1069077.0,59.96,136.96,,3531.0,1825.0,0.84,,
13677,2021-10-12,Nevada,32,439065,7345,3489616.0,4135570.0,1901941.0,51.63,113.29,1590145.0,61.75,134.26,,6637.0,2155.0,0.844,,
13678,2021-10-12,New Hampshire,33,126229,1509,1842823.0,2194610.0,979780.0,62.17,135.53,845273.0,72.06,161.4,,10075.0,7410.0,0.84,,
13679,2021-10-12,New Jersey,34,1174169,27624,11805239.0,14304985.0,6523298.0,65.18,132.91,5789204.0,73.44,161.05,,20746.0,2336.0,0.825,,
13680,2021-10-12,New Mexico,35,261370,4887,,,,,,,,,,1458.0,695.0,,,
13681,2021-10-12,New York,36,2481730,55347,26441882.0,30337435.0,14057058.0,64.62,135.92,12571329.0,72.26,155.95,,30761.0,1581.0,0.872,,
13682,2021-10-12,North Carolina,37,1439167,17250,11758359.0,14882390.0,6453733.0,51.3,112.11,5379895.0,61.53,141.9,,42170.0,4021.0,0.79,,
13683,2021-10-12,North Dakota,38,138936,1686,771102.0,955150.0,395703.0,45.01,101.19,343003.0,51.93,125.34,,2439.0,3201.0,0.807,,
13684,2021-10-12,Ohio,39,1474723,23021,12404949.0,15408605.0,6413211.0,50.93,106.12,5953664.0,54.86,131.82,,23281.0,1992.0,0.805,,
13685,2021-10-12,Oklahoma,40,628294,9213,4282557.0,5134550.0,2277699.0,48.58,108.23,1922364.0,57.56,129.76,,10177.0,2572.0,0.834,,
13686,2021-10-12,Oregon,41,345344,4084,5383219.0,6891705.0,2839429.0,61.74,127.63,2603843.0,67.32,163.4,,12226.0,2899.0,0.781,,
13687,2021-10-12,Pennsylvania,42,1486134,30058,16694783.0,19775475.0,9528453.0,58.85,130.41,7533657.0,74.43,154.47,,43416.0,3391.0,0.844,,
13688,2021-10-12,Rhode Island,44,175487,2856,1498777.0,1741445.0,809213.0,69.41,141.48,735314.0,76.39,164.39,,2668.0,2518.0,0.861,,
13689,2021-10-12,South Carolina,45,879985,13056,5444965.0,7118205.0,2891396.0,48.48,105.75,2495901.0,56.16,138.25,,13656.0,2652.0,0.765,,
13690,2021-10-12,South Dakota,46,148249,2177,,,,,,,,,,1826.0,2064.0,,,
13691,2021-10-12,Tennessee,47,1227638,15554,7117565.0,8866590.0,3652453.0,46.49,104.22,3174841.0,53.48,129.83,,18957.0,2776.0,0.803,,
13692,2021-10-12,Texas,48,4145150,68287,33150162.0,42768465.0,17485227.0,52.11,114.33,15108991.0,60.3,147.5,,63626.0,2194.0,0.775,,
13693,2021-10-12,Utah,49,524663,3025,3525104.0,4126020.0,1917231.0,51.88,109.95,1663220.0,59.8,128.7,,8481.0,2645.0,0.854,,
13694,2021-10-12,Vermont,50,36025,339,929741.0,1088940.0,490176.0,70.31,149.0,438705.0,78.56,174.51,,2873.0,4604.0,0.854,,
13695,2021-10-12,Virginia,51,895619,13219,11188615.0,13117025.0,5924366.0,61.57,131.08,5255434.0,69.41,153.68,,23479.0,2751.0,0.853,,
13696,2021-10-12,Washington,53,688894,8120,9876205.0,11708255.0,5186876.0,62.13,129.7,4731460.0,68.11,153.75,,21373.0,2807.0,0.844,,
13697,2021-10-12,West Virginia,54,254648,3995,1571928.0,3038725.0,869531.0,40.69,87.71,729254.0,48.52,169.56,,1706.0,952.0,0.517,,
13698,2021-10-12,Wisconsin,55,844320,9101,6994730.0,7741485.0,3590271.0,57.31,120.13,3336799.0,61.66,132.96,,16533.0,2840.0,0.904,,
13699,2021-10-12,Wyoming,56,95620,1080,540605.0,690305.0,286195.0,42.61,93.41,246602.0,49.45,119.27,,1692.0,2923.0,0.783,,
